Compliance Status,Building ID,Building Name,Site Address,Site Zip,Year Built,"Floor Area 
(sf)",Primary Property Type ,ENERGY STAR Score,Certified or Verified?,"Site EUI 
(kBtu/sf)","Weather Normalized  Site EUI 
(kBtu/sf)",Source EUI (kBtu/sf),Weather Normalized Source EUI (kBtu/sf),"Electricity Generated from Onsite Renewable Systems 
(kWh)","Total GHG Emissions 
(Metric Tons CO2e)"
Potential Error(s),1N1E33DD-3900-B2,Morrison Development,1155 SW MORRISON ST,97205,2017,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,130
Potential Error(s),1N1E34CA-1700-B2,Oregon Casket LLC - Whidden & Lewis,403 NW 5TH AVE,97209,1890,"25,000",Office,Not Available,,0.2,0.2,0.6,0.6,,0.5
Potential Error(s),1N1E34CA-3100-B1,SERA Office Building,322-338 NW 5TH AVE,97209,1909,"30,000",Office,Not Available,,8.7,8.7,24.5,24.4,,22.8
Potential Error(s),1N1E34CA-5600-B1,Overland Warehouse,205-219 NW 4TH AVE,97209,1889,"40,602",Office,Not Available,,23.6,23.6,66.1,66.1,,83.5
Potential Error(s),1N1E34CA-5700-B1,Mason Ehrman 208,208 NW 5TH AVE,97209,1940,"68,485",Office,Not Available,,0,0,0,0,,0
Potential Error(s),1N1E34CD-1700-B1,"LMC PORTLAND, LLC",223-225 SW ASH ST,97204,1890,"7,716",Mixed Use Property,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E34CD-1700-B2,"LMC PORTLAND, LLC",223-225 SW ASH ST,97204,1890,"3,028",Bar/Nightclub,Not Available,,Not Available,Not Available,Not Available,Not Available,,0
Potential Error(s),1N1E34CD-5800-B1,Board of Trade,306-310 SW 4TH AVE,97204,1909,"88,797",Office,Not Available,,31.5,Not Available,66,Not Available,,205.4
Potential Error(s),1N1E34CD-7400-B1,Hi-Lo Hotel,409 SW 3RD AVE,97204,1910,"14,810",Hotel,Not Available,,588.3,588.3,1212.2,1212.2,,633.9
Potential Error(s),1N1E34DB-200-B2,38 Davis,38 NW DAVIS ST,97209,2014,"140,598",Office,Not Available,,54.5,Not Available,139.6,Not Available,,632.1
Potential Error(s),1N1E34DC-2700-B2,208 Building,208-218 SW 1ST AVE,97204,1895,"30,000",Office,Not Available,,26.1,27.6,47,48.6,,53.1
Potential Error(s),1N1E35CC-12300-B1,Grand Block,439 SE GRAND AVE,97214,1910,"26,766",Other - Education,Not Available,,7.1,7.1,19.8,19.8,,16.5
Potential Error(s),1N2E33BB-16000-B1,Comfort Inn,8225 NE WASCO ST,97220,2000,"18,106",Parking,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N2E33DA-700-B1,Epic Imaging,233 NE 102ND AVE,97220,1990,"21,400",Medical Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N2E35BC-6100-B6,Menlo Park Plaza-B,12301 NE Glisan St,97230,1957,"22,019",Other - Mall,Not Available,,3.9,3.9,9.4,9.4,,6.9
Potential Error(s),1S113AA-01100-B1,Raleigh West Retail Center,6521 SW BEAVERTON-HILLSDALE HWY,97225-14,N/A,"39,894",Other - Mall,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E02BB-3800-B1,Everest,819 SE MORRISON ST,97214,1972,"18,500",Other,Not Available,,47.2,46.7,132.3,130.8,,76.1
Potential Error(s),1S1E02BC-2500-B1,The Marble LLC,1140 SE 7TH AVE,97214,1949,"27,000",Refrigerated Warehouse,Not Available,,43,42.7,89,88.2,"133,501",70.3
Potential Error(s),1S1E02BC-2900-B2,Workshops Portland Carson LLC,811-833 SE MAIN ST,97214,1962,"29,957",Other,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E02BD-7500-B1,Macadam Nase Building,1120 SE MAIN ST,97214,1934,"40,000",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E03AD-5800-B1,Suzanne R Basin Trust,307 SE HAWTHORNE BLVD,97214,1923,"28,500",Office,Not Available,,24.7,Not Available,55,Not Available,,53.5
Potential Error(s),1S1E03AD-800-B1,CEID Holdings LLC,105 SE TAYLOR ST,97214,1908,"33,878",Office,Not Available,,90.1,89.5,155.2,153.5,,202
Potential Error(s),1S1E03BB-4300-B3,United Carriage Building,700 SW TAYLOR ST,97205,1891,"63,172",Office,Not Available,,34.9,34.7,93.8,93.1,,7.3
Potential Error(s),1S1E03BC-1900-B1,Unitus Plaza,1300 SW 6TH AVE,97201,1964,"81,500",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E03BC-2000-B1,1320 Broadway,1320 SW BROADWAY,97201,1947,"286,318",Office,Not Available,,33.6,33.6,94.1,94.1,,838.4
Potential Error(s),1S1E03BC-2800-B1,Hotel Modera,515 SW CLAY ST,97201,1962,"86,000",Hotel,Not Available,,136.9,139.1,222.4,224.7,,756.7
Potential Error(s),1S1E03CC-500-B1,2300 SW First,2300-2324 SW 1ST AVE,97201,1968,"25,000",Office,Not Available,,117.9,120.7,215.2,216.1,,201
Potential Error(s),1S1E03CD-200-B1,Hyatt House Portland Downtown,2080 SW RIVER DR,97201,2016,"161,636",Hotel,Not Available,,64.2,64.7,130.2,130.7,,748.1
Potential Error(s),1S1E09AA-2300-B2,Under Armour Portland Office,2815 SW BARBUR BLVD,97201,1977,"63,790",Office,Not Available,,39.3,Not Available,109.9,Not Available,,218.2
Potential Error(s),1S1E10CD-1300-B1,Macadam - Portland,4550-4600 SW MACADAM AVE,97239,1964,"56,055",Office,Not Available,,179.1,Not Available,500.4,Not Available,,873.6
Potential Error(s),1S1E10DC-400-B1,Bancroft Building,0690-0720 SW BANCROFT ST,97239,1966,"59,800",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E14DC-13700-B1,QFC,6411 SE MILWAUKIE AVE,97202,1999,"21,077",Supermarket/Grocery Store,Not Available,,192.9,191.7,540.1,536.6,,354.2
Potential Error(s),1S1E15BD-300-B1,Harbor Square Landing,5200 SW MACADAM AVE,97239,1914,"51,125",Office,Not Available,,41.3,41.3,115.6,115.6,,184
Potential Error(s),1S1E18BB-6300-B1,Raleigh West Office,6443 SW BEAVERTON HILLSDALE HWY,97221,1974,"56,603",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E20DD-8000-B1,Plaza 5,8700 SW Barbur CT,97219,1976,"25,000",Office,Not Available,,35.8,35.8,100.3,100.3,,78.1
Potential Error(s),1S1E24DC-1600-B1,Eastmoreland Sports Club,3015 WI/ SE BERKELEY PL,97202,1979,"55,810",Fitness Center/Health Club/Gym,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S1E29AB-3100-B1,Barbur Plaza,9045 SW BARBUR BLVD,97219,1957,"32,537","Personal Services (Health/Beauty, Dry Cleaning, etc.)",Not Available,,80.2,Not Available,147.9,Not Available,,178.9
Potential Error(s),1S2E01AA-200-B3,VILLAGE SQUARE,618-622 SE 160TH AVE,97233,1971,"83,765",Mixed Use Property,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S2E04DD-1800-B1,Divison Building,10209 SE DIVISION ST,97266,1960,"24,000",Mixed Use Property,Not Available,,34.9,Not Available,72.3,Not Available,,61.1
Potential Error(s),1S2E09BD-1100-B1,Powell,9015 SE POWELL BLVD,97266,2002,"19,968",Retail Store,Not Available,,39.6,40.3,89.9,89.7,,60.7
Potential Error(s),1S2E10AA-200-B1,Division Center - Grocery Outlet,12102 SE DIVISION ST,97266,1987,"20,237",Supermarket/Grocery Store,Not Available,,118.5,122.6,242,244.6,,173.6
Potential Error(s),1S2E16BC-4000-B1,Teen Challenge 5050 82nd Ave,5050 SE 82ND AVE,97266,1972,"25,054",Retail Store,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1S2E17BA-11800-B1,Foster Square,6730-6868 SE FOSTER RD,97206,2007,"33,808",Other - Mall,Not Available,,9.1,9.1,25.4,25.4,,26.7
Potential Error(s),2N1E33-100-B13,"Jantzen Beach Center - Available [Toy'sRus/BabiesRus, Vacated-7/1/18]",1555 N TOMAHAWK IS DR,97217,2013,"65,881",Retail Store,Not Available,,9.1,9.2,15.2,15.5,,39
Potential Error(s),2N1E33-100-B3,Jantzen Beach Center - Home Depot,1555 N TOMAHAWK IS DR,97217,2013,"106,500",Retail Store,Not Available,,62.6,65.6,128.6,131.8,,484.1
Potential Error(s),2N1E33A-701-B1,Holiday Inn Express,2300 N HAYDEN IS DR,97217,1999,"12,060",Hotel,Not Available,,256.6,256.5,484.2,481.7,,214.7
Potential Error(s),2N1E34CA-500-B1,Oxford Suites Hotel,12226 N JANTZEN DR,97217,1992,"72,215",Hotel,Not Available,,Not Available,Not Available,Not Available,Not Available,,0
Potential Error(s),Campus-21,Lloyd Plaza,1425-1435 NE IRVING ST,97232,1964,"61,063",Office,Not Available,,116.4,118.5,249.7,250.3,,528.8
Potential Error(s),Campus-22,Ramada Portland Airport,6221 NE 82ND AVE,97220,1989,"114,726",Hotel,Not Available,,10583.3,10595,29563.6,29593.4,,105631.5
Potential Error(s),Campus-47,Portland Scottish Rite,709 SW 15TH AVE,97205,1902,"60,000",Social/Meeting Hall,Not Available,,1.3,Not Available,3.8,Not Available,,7
Potential Error(s),Campus-56,"620 Building and Annex, LLC",600 SW 5TH AVE,97204,1953,"74,573",Office,Not Available,,71.5,Not Available,169.4,Not Available,,419.8
